part_number,name_en,category,years,engines,confidence,audit_status,occurrence_count,source_count,first_evidence
68240-01J01,Lid-Cluster,general,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,10,7,68420 6824001J00 LID-CLUSTER ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T +T.A (C) 68420 6824001J01 LID-CLUSTER ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T +T.A (K) 68420 6824036J02 LID-CLUSTER
68240-36J02,Lid-Cluster,general,"1991,1992,1993",,72,مدقق آليًا,6,4,68420 6824001J01 LID-CLUSTER ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T +T.A (K) 68420 6824036J02 LID-CLUSTER ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T +T.A (A) 68100A 0145400181 SCREW
68260-01J00,Lid-Cluster,general,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,10,7,68420M 6826001J01 LID-CLUSTER ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T +T.A (K) 68420M 6826001J00 LID-CLUSTER ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T +T.A (C) 68420M 6826036J02 LID-CLUSTER
68260-01J01,Lid-Cluster,general,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,10,7,68600 6851003J00 BOX ASSY-GLOVE BOX ﻣﺠﻤﻮﻋﺔGLOVE 01 *ME +*(K+W+HW+T+T.A).GEN F/ICE BOX 68420M 6826001J01 LID-CLUSTER ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T +T.A (K) 68420M 6826001J00 LID-CLUSTER
68260-36J02,Lid-Cluster,general,"1991,1992,1993",,72,مدقق آليًا,6,4,68420M 6826001J00 LID-CLUSTER ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T +T.A (C) 68420M 6826036J02 LID-CLUSTER ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T +T.A (A) 68644 6896001F02 PLUG
68475-28E00,Pocket-Instrument,interior,"1988,1989,1990,1991",,75,مدقق آليًا,4,4,0852351212 ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 68475 6847528E00 POCKET-INSTRUMENT ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
68491-50A12,Plug-Switch Hole,electrical,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,14,7,68490 6896051E03 PLUG-SWITCH HOLE PLUG-ﻣﻔﺘﺎحHOLE ** K +W +HW +HV +HK (C) 68490 6849150A12 PLUG-SWITCH HOLE PLUG-ﻣﻔﺘﺎحHOLE ** K +W +HW +HV +T (K) 68490 68960F6603 PLUG-SWITCH HOLE
68499-01J00,Plug,general,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,10,7,68420J 6849936J02 PLUG ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 04 K +HK +W +HW +HV +T +T.A (A) 68420J 6849901J00 PLUG ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 04 K +HK +W +HW +HV +T +T.A (C) 68420J 6849901J01 PLUG
68499-01J01,Plug,general,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,10,7,68420J 6849901J00 PLUG ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 04 K +HK +W +HW +HV +T +T.A (C) 68420J 6849901J01 PLUG ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 04 K +HK +W +HW +HV +T +T.A (K) 0891110637 0891110637
68499-36J02,Plug,general,"1991,1992,1993",,72,مدقق آليًا,6,4,68230M 6852503J00 SEAL-CLUSTER ﺻﻮﻓﺔ/ﻣﺎﻧﻊ ﺗسربCLUSTER 01 *K +*HK +*W +*HW +*HV +*TF/FR AIRCON +ICEBOX 68420J 6849936J02 PLUG ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 04 K +HK +W +HW +HV +T +T.A (A) 68420J 6849901J00 PLUG
68510-01J00,Box Assy-Glove,cooling,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,10,7,27591M 2759103J00 TRAY ASSY-COOLER BOX TRAY ﻣﺠﻤﻮﻋﺔCOOLER BOX 01 *ME +*(K+W+HW+T+T.A).GEN F/ICE BOX 68600 6851001J00 BOX ASSY-GLOVE BOX ﻣﺠﻤﻮﻋﺔGLOVE 01 K +HK +W +HW +HV +T +T.A 10.1991 - 08.1993 68600 6851003J00 BOX ASSY-GLOVE
68510-03J00,Box Assy-Glove,general,"1991,1992,1993",,77,مدقق آليًا,6,4,68600 6851001J00 BOX ASSY-GLOVE BOX ﻣﺠﻤﻮﻋﺔGLOVE 01 K +HK +W +HW +HV +T +T.A 10.1991 - 08.1993 68600 6851003J00 BOX ASSY-GLOVE BOX ﻣﺠﻤﻮﻋﺔGLOVE 01 *ME +*(K+W+HW+T+T.A).GEN F/ICE BOX 68420M 6826001J01 LID-CLUSTER
68520-01J00,Lid-Glove Box,general,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,10,7,68620 6852001J01 LID-GLOVE BOX ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T +T.A (K) 68620 6852001J00 LID-GLOVE BOX ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T +T.A (C) 68620 6852036J02 LID-GLOVE BOX
68520-01J01,Lid-Glove Box,general,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,10,7,68620 6852003J00 LID-GLOVE BOX ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 *ME +*(K+W+HW+T+T.A).GEN (C) F/ICE BOX 68620 6852001J01 LID-GLOVE BOX ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T +T.A (K) 68620 6852001J00 LID-GLOVE BOX
68520-03J00,Lid-Glove Box,general,"1991,1992,1993",,72,مدقق آليًا,6,4,68620 6852003J01 LID-GLOVE BOX ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 *ME +*(K+W+HW+T+T.A).GEN (K) F/ICE BOX 68620 6852003J00 LID-GLOVE BOX ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 *ME +*(K+W+HW+T+T.A).GEN (C) F/ICE BOX 68620 6852001J01 LID-GLOVE BOX
68520-03J01,Lid-Glove Box,body,"1991,1992,1993",,72,مدقق آليًا,6,4,68100 6810001J00 PANEL-INSTRUMENT ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T +T.A (C) 68620 6852003J01 LID-GLOVE BOX ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 *ME +*(K+W+HW+T+T.A).GEN (K) F/ICE BOX 68620 6852003J00 LID-GLOVE BOX
68520-36J02,Lid-Glove Box,general,"1991,1992,1993",,72,مدقق آليًا,6,4,68620 6852001J00 LID-GLOVE BOX ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T +T.A (C) 68620 6852036J02 LID-GLOVE BOX ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T +T.A (A) 68620 6852039J02 LID-GLOVE BOX
68520-39J02,Lid-Glove Box,cooling,"1991,1992,1993",,72,مدقق آليًا,6,4,68620 6852036J02 LID-GLOVE BOX ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T +T.A (A) 68620 6852039J02 LID-GLOVE BOX ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 *ME +*(K+W+HW+T+T.A).GEN (A) F/ICE BOX 27591M 2759103J00 TRAY ASSY-COOLER BOX
68525-03J00,Seal-Cluster,general,"1991,1992,1993",,72,مدقق آليًا,6,4,68400 6885001J01 ASSIST GRIP ASSY ASSIST GRIP ﻣﺠﻤﻮﻋﺔ 01 K +HK +W +HW +HV +T +T.A (K) 68230M 6852503J00 SEAL-CLUSTER ﺻﻮﻓﺔ/ﻣﺎﻧﻊ ﺗسربCLUSTER 01 *K +*HK +*W +*HW +*HV +*TF/FR AIRCON +ICEBOX 68420J 6849936J02 PLUG
68630-01J00,Lock Assy-Glove Box Lid,general,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,10,7,68425E 6896001J00 PLUG ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T.AD 10.1991 - 08.1993 68630 6863001J00 LOCK ASSY-GLOVE BOX LID LOCK ﻣﺠﻤﻮﻋﺔGLOVE BOX LID 01 K +HK +W +HW +HV +T +T.A 10.1991 - 08.1993
68640-01J00,Striker-Lock,general,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,10,7,68644 6896001F02 PLUG ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ **K +HK +W +HW +HV +T +T.A 10.1991 - 08.1993 68633 6864001J00 STRIKER-LOCK ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T +T.A 10.1991 - 08.1993 68420A 0145100581 SCREW
68750-01J00,"Ventilator Assy-Side,Assist",general,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,"K.2P +K.5P +W.5P +W.6P +HW.5P 08.1987 - 10.1991 66590M 6875001J00 VENTILATOR ASSY-SIDE,ASSIST SIDE,ASSIST 01"
68751-01J00,"Ventilator Assy-Center,Lh",general,"1988,1989,1990,1991",,75,مدقق آليًا,4,4,"Specifications ﺍﻟﻤﻮﺍﺻﻔﺎﺕ 66591M 6875101J00 VENTILATOR ASSY-CENTER,LH CENTER,LH 01"
68760-05J00,"Ventilator Assy-Side,Rh",general,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,"K.2P +K.5P +W.5P +W.6P +HW.5P 08.1987 - 10.1991 66550 6876005J00 VENTILATOR ASSY-SIDE,RH SIDE,RH 01"
68760-05J01,"Ventilator Assy-Side,Rh",general,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,"K.2P +K.5P +W.5P +W.6P +HW.5P (C) | 08.1987 - 10.1991 66550 6876005J01 VENTILATOR ASSY-SIDE,RH SIDE,RH 01"
68761-01J00,"Ventilator Assy-Side,Lh",general,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,"K.2P +K.5P +W.5P +W.6P +HW.5P 08.1987 - 10.1991 66551 6876101J00 VENTILATOR ASSY-SIDE,LH SIDE,LH 01"
68761-01J01,"Ventilator Assy-Side,Lh",general,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,"K.2P +K.5P +W.5P +W.6P +HW.5P (C) | 08.1987 - 10.1991 66551 6876101J01 VENTILATOR ASSY-SIDE,LH SIDE,LH 01"
68800-01J00,Ashtray-Instrument,interior,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,K.2P +K.5P +W.5P +W.6P +HW.5P 08.1987 - 10.1991 96501 6880001J00 ASHTRAY-INSTRUMENT ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
68801-01G00,"Ashtray-Inner,Instrument",interior,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,"W F/VENTILATOR CENTER | 08.1995 - ... 96501P 6880101G00 ASHTRAY-INNER,INSTRUMENT ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01"
68850-01J00,Assist Grip Assy,interior,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,10,7,68400 6885038J00 ASSIST GRIP ASSY ASSIST GRIP ﻣﺠﻤﻮﻋﺔ 01 *K.SGL +*W.SGL (C) F/LEATHER SEAT 68400 6885001J00 ASSIST GRIP ASSY ASSIST GRIP ﻣﺠﻤﻮﻋﺔ 01 K +HK +W +HW +HV +T +T.A (C) 68400 6885001J01 ASSIST GRIP ASSY
68850-01J01,Assist Grip Assy,general,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,10,7,68400 6885001J00 ASSIST GRIP ASSY ASSIST GRIP ﻣﺠﻤﻮﻋﺔ 01 K +HK +W +HW +HV +T +T.A (C) 68400 6885001J01 ASSIST GRIP ASSY ASSIST GRIP ﻣﺠﻤﻮﻋﺔ 01 K +HK +W +HW +HV +T +T.A (K) 68230M 6852503J00 SEAL-CLUSTER
68850-36J02,Assist Grip Assy,cooling,"1991,1992,1993",,72,مدقق آليًا,6,4,27590M 2759067L60 SHUTTER ASSY-COOLER BOX SHUTTER ﻣﺠﻤﻮﻋﺔCOOLER BOX 01 *ME +*(K+W+HW+T+T.A).GEN F/ICE BOX 68400 6885036J02 ASSIST GRIP ASSY ASSIST GRIP ﻣﺠﻤﻮﻋﺔ 01 K +HK +W +HW +HV +T +T.A (A) 68400 6885038J02 ASSIST GRIP ASSY
68850-38J00,Assist Grip Assy,interior,"1991,1992,1993",,72,مدقق آليًا,6,4,68400 6885038J01 ASSIST GRIP ASSY ASSIST GRIP ﻣﺠﻤﻮﻋﺔ 01 *K.SGL +*W.SGL (K) F/LEATHER SEAT 68400 6885038J00 ASSIST GRIP ASSY ASSIST GRIP ﻣﺠﻤﻮﻋﺔ 01 *K.SGL +*W.SGL (C) F/LEATHER SEAT 68400 6885001J00 ASSIST GRIP ASSY
68850-38J01,Assist Grip Assy,interior,"1991,1992,1993",,72,مدقق آليًا,6,4,68400 6885038J02 ASSIST GRIP ASSY ASSIST GRIP ﻣﺠﻤﻮﻋﺔ 01 *K.SGL +*W.SGL (A) F/LEATHER SEAT 68400 6885038J01 ASSIST GRIP ASSY ASSIST GRIP ﻣﺠﻤﻮﻋﺔ 01 *K.SGL +*W.SGL (K) F/LEATHER SEAT 68400 6885038J00 ASSIST GRIP ASSY
68850-38J02,Assist Grip Assy,interior,"1991,1992,1993",,72,مدقق آليًا,6,4,68400 6885036J02 ASSIST GRIP ASSY ASSIST GRIP ﻣﺠﻤﻮﻋﺔ 01 K +HK +W +HW +HV +T +T.A (A) 68400 6885038J02 ASSIST GRIP ASSY ASSIST GRIP ﻣﺠﻤﻮﻋﺔ 01 *K.SGL +*W.SGL (A) F/LEATHER SEAT 68400 6885038J01 ASSIST GRIP ASSY
68960-01F02,Mask Assy-Controller,electrical,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,24,7,اﻟﺘﻄﺒﻴﻖ Specifications اﻟﻤﻮاﺻﻔﺎت 27570 6896001F02 MASK ASSY-CONTROLLER MASK ﻣﺠﻤﻮﻋﺔCONTROLLER 01 K +HK +W +HW +HV +T +T.A 10.1991 - 08.1993 27020C 0128100601 GROMMET
68960-01J00,Plug,general,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,10,7,68100F 0146600071 SCREW ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T +T.A 10.1991 - 08.1993 68425E 6896001J00 PLUG ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T.AD 10.1991 - 08.1993 68630 6863001J00 LOCK ASSY-GLOVE BOX LID
68960-51E03,Plug-Switch Hole,electrical,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,14,7,اﻟﺘﻄﺒﻴﻖ Specifications اﻟﻤﻮاﺻﻔﺎت 68490 6896051E03 PLUG-SWITCH HOLE PLUG-ﻣﻔﺘﺎحHOLE ** K +W +HW +HV +HK (C) 68490 6849150A12 PLUG-SWITCH HOLE
68960-F6603,Plug-Switch Hole,electrical,"1991,1992,1993",,72,مدقق آليًا,6,4,68490 6849150A12 PLUG-SWITCH HOLE PLUG-ﻣﻔﺘﺎحHOLE ** K +W +HW +HV +T (K) 68490 68960F6603 PLUG-SWITCH HOLE PLUG-ﻣﻔﺘﺎحHOLE ** K +W +HW +HV +T (A) 68100F 0146600071 SCREW
72710-06J00,Weatherstrip-Windshield,general,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,K.2P +K.5P +W.5P +W.6P +HW.5P 08.1987 - 10.1991 72610 7271006J00 WEATHERSTRIP-WINDSHIELD ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
72712-06J00,Glass-Windshield,body,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,K.2P +K.5P +W.5P +W.6P +HW.5P 08.1987 - 10.1991 72613 7271206J00 GLASS-WINDSHIELD ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
72718-06J00,Seal-Windshield Weatherstrip,general,"1988,1989,1990,1991",,75,مدقق آليًا,4,4,Specifications ﺍﻟﻤﻮﺍﺻﻔﺎﺕ 72610G 7271806J00 SEAL-WINDSHIELD WEATHERSTRIP ﺻﻮﻓﺔ 01
72720-06J00,Spacer-Glass,body,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,K.2P +K.5P +W.5P +W.6P +HW.5P 08.1987 - 10.1991 72714 7272006J00 SPACER-GLASS ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
72721-06J00,Spacer-Glass,body,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,K.2P +K.5P +W.5P +W.6P +HW.5P 08.1987 - 10.1991 72715 7272106J00 SPACER-GLASS ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
73101-C6600,Roof,general,"1988,1989,1990,1991",,80,مدقق آليًا,8,4,K.2P +K.5P +W.5P +W.6P 08.1987 - 10.1991 73111 73101C6600 ROOF ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
73210-06J00,Rail-Front Roof,general,"1988,1989,1990,1991",,80,مدقق آليًا,8,4,W 1ST & 3RD | 10.1994 - ... 73210 7321006J00 RAIL-FRONT ROOF ROOF 01
73230-06J00,"Rail-Roof,Rear",general,"1988,1989,1990,1991",,75,مدقق آليًا,8,4,"Specifications ﺍﻟﻤﻮﺍﺻﻔﺎﺕ 73230 7323006J00 RAIL-ROOF,REAR ﺧﻠﻔﻲ 01"
73236-06J00,Drip-Rear,general,"1988,1989,1990,1991",,80,مدقق آليًا,8,4,W 10.1991 - ... 73664P 7323606J00 DRIP-REAR ﺧﻠﻔﻲ 01
73250-33J00,"Bow-Roof,2Nd",general,"1988,1989,1990,1991",,80,مدقق آليًا,8,4,"K.2P +K.5P +W.5P +W.6P 08.1987 - 10.1991 73221 7325033J00 BOW-ROOF,2ND ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01"
73250-C6600,"Bow-Roof,1St",general,"1988,1989,1990,1991",,80,مدقق آليًا,8,4,"W 10.1991 - 05.1994 73220 73250C6600 BOW-ROOF,1ST ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01"
73251-C6600,"Bow-Roof,2Nd",general,"1988,1989,1990,1991",,80,مدقق آليًا,8,4,"W 10.1994 - ... 73221 73251C6600 BOW-ROOF,2ND ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01"
73679-W1010,Grommet-Screw,general,"1988,1989,1990,1991",,75,مدقق آليًا,4,4,081208162F ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 90605G 73679W1010 GROMMET-SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
73882-33J00,"Stripe-Accent,Roof Side",general,"1991,1992",,67,يحتاج مراجعة اسم/تطبيق,4,3,"اﻟﺘﻄﺒﻴﻖ Specifications اﻟﻤﻮاﺻﻔﺎت 99038P 7388233J00 STRIPE-ACCENT,ROOF SIDE FRONT RH STRIPE-ACCENT,ﺳﻘﻒ ﺟﺎﻧﺒﻲ أﻣﺎﻣﻲ RH"
73882-33J01,"Stripe-Accent,Roof Side",general,"1991,1992",,67,يحتاج مراجعة اسم/تطبيق,4,3,"اﻟﺘﻄﺒﻴﻖ Specifications اﻟﻤﻮاﺻﻔﺎت 99038P 7388233J01 STRIPE-ACCENT,ROOF SIDE FRONT RH STRIPE-ACCENT,ﺳﻘﻒ ﺟﺎﻧﺒﻲ أﻣﺎﻣﻲ RH"
73883-33J00,"Stripe-Accent,Roof Side",general,"1991,1992",,67,يحتاج مراجعة اسم/تطبيق,4,3,"LH 01 *W +*HW +*HV (#CK0,#KG1,#KJ1,#531 ) F/ACCENT STRIPE 99039P 7388333J00 STRIPE-ACCENT,ROOF SIDE FRONT LH STRIPE-ACCENT,ﺳﻘﻒ ﺟﺎﻧﺒﻲ أﻣﺎﻣﻲ LH"
73883-33J01,"Stripe-Accent,Roof Side",general,"1991,1992",,67,يحتاج مراجعة اسم/تطبيق,4,3,"STRIPE-ACCENT,أﻣﺎﻣﻲ ﺑﺎبRH 01 *W.SGL (#DH6,#DK1,#KH2,#KH3 ,#TH1) F/ACCENT STRIPE 99039P 7388333J01 STRIPE-ACCENT,ROOF SIDE FRONT LH STRIPE-ACCENT,ﺳﻘﻒ ﺟﺎﻧﺒﻲ أﻣﺎﻣﻲ LH"
73910-06J10,Cloth Assy-Headlining,general,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,W 10.1991 - ... 73910 7391006J10 CLOTH ASSY-HEADLINING HEADLINING 01
73910-06J11,Cloth Assy-Headlining,general,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,W.6P (C) | 08.1987 - 10.1991 73910 7391006J11 CLOTH ASSY-HEADLINING HEADLINING 01
73910-26J00,Cloth Assy-Headlining,brake,"1991,1992,1993",,77,مدقق آليًا,18,4,"73922 73920C6701 WIRE-LISTING,HEADLINING ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 06 W NO.3,4,5,6,7,8 73910 7391026J00 CLOTH ASSY-HEADLINING CLOTH ﻣﺠﻤﻮﻋﺔHEADLINING 01 W.SGL (C) 73910 7391026J01 CLOTH ASSY-HEADLINING"
73910-26J01,Cloth Assy-Headlining,general,"1991,1992,1993",,72,مدقق آليًا,18,4,73910 7391026J00 CLOTH ASSY-HEADLINING CLOTH ﻣﺠﻤﻮﻋﺔHEADLINING 01 W.SGL (C) 73910 7391026J01 CLOTH ASSY-HEADLINING CLOTH ﻣﺠﻤﻮﻋﺔHEADLINING 01 W.SGL (K) 73910 7391026J02 CLOTH ASSY-HEADLINING
73910-26J02,Cloth Assy-Headlining,general,"1991,1992,1993",,72,مدقق آليًا,18,4,73910 7391026J01 CLOTH ASSY-HEADLINING CLOTH ﻣﺠﻤﻮﻋﺔHEADLINING 01 W.SGL (K) 73910 7391026J02 CLOTH ASSY-HEADLINING CLOTH ﻣﺠﻤﻮﻋﺔHEADLINING 01 W.SGL (A) 73924M 73925D0100 JOINT-LISTING WIRE
73916-06J60,"Retainer-Roof Garnish,Rh",general,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,"W.6P (K) | 08.1987 - 10.1991 76963 7391606J60 RETAINER-ROOF GARNISH,RH ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01"
73916-06J61,"Retainer-Roof Garnish,Rh",general,"1988,1989,1990,1991",,75,مدقق آليًا,4,4,"Specifications ﺍﻟﻤﻮﺍﺻﻔﺎﺕ 76963 7391606J61 RETAINER-ROOF GARNISH,RH ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01"
73917-06J60,"Retainer-Roof Garnish,Lh",general,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,"W.6P (K) | 08.1987 - 10.1991 76964 7391706J60 RETAINER-ROOF GARNISH,LH ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01"
73917-06J61,"Retainer-Roof Garnish,Lh",general,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,"W.6P (C) | 08.1987 - 10.1991 76964 7391706J61 RETAINER-ROOF GARNISH,LH ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01"
73920-C6700,"Wire-Listing,Headlining",general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,40,11,"73924M 73925D0100 JOINT-LISTING WIRE ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 06 W 10.1991 - ... 73921 73920C6700 WIRE-LISTING,HEADLINING ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 02 W NO.1,2"
73920-C6701,"Wire-Listing,Headlining",brake,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,40,11,"76910 7694406J00 PAD-FRONT PILLAR PAD-أﻣﺎﻣﻲPILLAR 02 (K+W).(DX+GL+SGL) 10.1991 - 08.1993 73922 73920C6701 WIRE-LISTING,HEADLINING ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 06 W NO.3,4,5,6,7,8 73910 7391026J00 CLOTH ASSY-HEADLINING"
73925-D0100,Joint-Listing Wire,general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,54,11,"73910 7391026J02 CLOTH ASSY-HEADLINING CLOTH ﻣﺠﻤﻮﻋﺔHEADLINING 01 W.SGL (A) 73924M 73925D0100 JOINT-LISTING WIRE ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 06 W 10.1991 - ... 73921 73920C6700 WIRE-LISTING,HEADLINING"
73930-06J00,"Insulator-Roof,Headlining",body,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,40,11,"اﻟﺘﻄﺒﻴﻖ Specifications اﻟﻤﻮاﺻﻔﺎت 73930 7393006J00 INSULATOR-ROOF,HEADLINING INSULATOR-ﺳﻘﻒHEADLINING 01 K +W 10.1991 - ... 73913P 7398006J00 BRACKET-HEADLINING,REAR"
73931-06J00,Insulator-Roof,general,"1988,1989,1990,1991,1992,1993,1994",,95,مدقق آليًا بدرجة عالية,32,8,73932 7393207J00 INSULATOR-ROOF INSULATOR-ﺳﻘﻒ 01 K +W 10.1991 - 07.1994 73931 7393106J00 INSULATOR-ROOF INSULATOR-ﺳﻘﻒ 02 W 10.1991 - 09.1994
